did,oid,eid,sid,ent,countveh,countveh_D,flow,flow_D,speed,speed_D,occupancy,occupancy_D,density,density_D,headway,headway_D
692,429,,0,1,40.0,-1.0,7200.0,-1.0,116.72316310749633,-1.0,48.56672675557941,-1.0,57.1373255947993,-1.0,0.48265150373903754,-1.0
692,430,,0,1,26.0,-1.0,4680.0,-1.0,47.199510404902185,-1.0,85.58567176198008,-1.0,100.68902560232951,-1.0,0.6965982668559021,-1.0
692,431,,0,1,3.0,-1.0,540.0,-1.0,1.0000000000100044,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,9.149160964305972,-1.0
692,432,,0,1,6.0,-1.0,1080.0,-1.0,8.214825357195878,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.0561138217711425,-1.0
692,429,,1,1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,1,40.0,-1.0,7200.0,-1.0,116.72316310749633,-1.0,48.56672675557941,-1.0,57.1373255947993,-1.0,0.48265150373903754,-1.0
692,430,,2,1,26.0,-1.0,4680.0,-1.0,47.199510404902185,-1.0,85.58567176198008,-1.0,100.68902560232951,-1.0,0.6965982668559021,-1.0
692,431,,2,1,3.0,-1.0,540.0,-1.0,1.0000000000100044,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,9.149160964305972,-1.0
692,432,,2,1,6.0,-1.0,1080.0,-1.0,8.214825357195878,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.0561138217711425,-1.0
692,429,,0,2,39.0,-1.0,7020.0,-1.0,122.0651921582155,-1.0,44.66395085908141,-1.0,52.54582454009578,-1.0,0.5017960196799427,-1.0
692,430,,0,2,2.0,-1.0,360.0,-1.0,0.9999999999977263,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.588067852487178,-1.0
692,431,,0,2,2.0,-1.0,360.0,-1.0,0.9999999999649845,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.548293228549275,-1.0
692,432,,0,2,2.0,-1.0,360.0,-1.0,1.0999999996811312,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2717295917771274,-1.0
692,429,,1,2,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,2,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,2,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,2,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,2,39.0,-1.0,7020.0,-1.0,122.0651921582155,-1.0,44.66395085908141,-1.0,52.54582454009578,-1.0,0.5017960196799427,-1.0
692,430,,2,2,2.0,-1.0,360.0,-1.0,0.9999999999977263,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.588067852487178,-1.0
692,431,,2,2,2.0,-1.0,360.0,-1.0,0.9999999999649845,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.548293228549275,-1.0
692,432,,2,2,2.0,-1.0,360.0,-1.0,1.0999999996811312,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2717295917771274,-1.0
692,429,,0,3,38.0,-1.0,6840.0,-1.0,123.91500000000003,-1.0,46.48479568388953,-1.0,54.68799492222298,-1.0,0.5227825307653343,-1.0
692,430,,0,3,2.0,-1.0,360.0,-1.0,0.9999999999874944,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.580286535860602,-1.0
692,431,,0,3,2.0,-1.0,360.0,-1.0,0.9999999999690772,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.5540195701529105,-1.0
692,432,,0,3,2.0,-1.0,360.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2688372835505457,-1.0
692,429,,1,3,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,3,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,3,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,3,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,3,38.0,-1.0,6840.0,-1.0,123.91500000000003,-1.0,46.48479568388953,-1.0,54.68799492222298,-1.0,0.5227825307653343,-1.0
692,430,,2,3,2.0,-1.0,360.0,-1.0,0.9999999999874944,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.580286535860602,-1.0
692,431,,2,3,2.0,-1.0,360.0,-1.0,0.9999999999690772,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.5540195701529105,-1.0
692,432,,2,3,2.0,-1.0,360.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2688372835505457,-1.0
692,429,,0,4,37.0,-1.0,6660.0,-1.0,120.70661823188982,-1.0,46.47665045627096,-1.0,54.67841230149524,-1.0,0.5296284924777379,-1.0
692,430,,0,4,2.0,-1.0,360.0,-1.0,0.9999999999956799,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.579344276227769,-1.0
692,431,,0,4,2.0,-1.0,360.0,-1.0,1.832013366944011,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,1.5548145065048047,-1.0
692,432,,0,4,4.0,-1.0,720.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,6.311421338198478,-1.0
692,429,,1,4,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,4,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,4,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,4,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,4,37.0,-1.0,6660.0,-1.0,120.70661823188982,-1.0,46.47665045627096,-1.0,54.67841230149524,-1.0,0.5296284924777379,-1.0
692,430,,2,4,2.0,-1.0,360.0,-1.0,0.9999999999956799,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.579344276227769,-1.0
692,431,,2,4,2.0,-1.0,360.0,-1.0,1.832013366944011,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,1.5548145065048047,-1.0
692,432,,2,4,4.0,-1.0,720.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,6.311421338198478,-1.0
692,429,,0,5,39.0,-1.0,7020.0,-1.0,123.91500000000003,-1.0,45.79221437260143,-1.0,53.87319337953109,-1.0,0.5205087452528767,-1.0
692,430,,0,5,3.0,-1.0,540.0,-1.0,0.9999999999990906,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,9.148493306001317,-1.0
692,431,,0,5,5.0,-1.0,900.0,-1.0,2.0618767800009663,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.801006692338346,-1.0
692,432,,0,5,2.0,-1.0,360.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2652738680413957,-1.0
692,429,,1,5,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,5,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,5,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,5,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,5,39.0,-1.0,7020.0,-1.0,123.91500000000003,-1.0,45.79221437260143,-1.0,53.87319337953109,-1.0,0.5205087452528767,-1.0
692,430,,2,5,3.0,-1.0,540.0,-1.0,0.9999999999990906,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,9.148493306001317,-1.0
692,431,,2,5,5.0,-1.0,900.0,-1.0,2.0618767800009663,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.801006692338346,-1.0
692,432,,2,5,2.0,-1.0,360.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2652738680413957,-1.0
692,429,,0,6,38.0,-1.0,6840.0,-1.0,123.91500000000003,-1.0,45.99089923068351,-1.0,54.10694027139236,-1.0,0.5333934779562665,-1.0
692,430,,0,6,2.0,-1.0,360.0,-1.0,0.9999999999936335,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,13.720094136932943,-1.0
692,431,,0,6,3.0,-1.0,540.0,-1.0,1.7177493661547487,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.713874773212367,-1.0
692,432,,0,6,2.0,-1.0,360.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2717995047330253,-1.0
692,429,,1,6,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,6,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,6,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,6,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,6,38.0,-1.0,6840.0,-1.0,123.91500000000003,-1.0,45.99089923068351,-1.0,54.10694027139236,-1.0,0.5333934779562665,-1.0
692,430,,2,6,2.0,-1.0,360.0,-1.0,0.9999999999936335,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,13.720094136932943,-1.0
692,431,,2,6,3.0,-1.0,540.0,-1.0,1.7177493661547487,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.713874773212367,-1.0
692,432,,2,6,2.0,-1.0,360.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2717995047330253,-1.0
692,429,,0,7,38.0,-1.0,6840.0,-1.0,123.91500000000003,-1.0,48.0370638235467,-1.0,56.51419273358436,-1.0,0.5184568342201278,-1.0
692,430,,0,7,3.0,-1.0,540.0,-1.0,1.3586883148350353,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,8.24206905479524,-1.0
692,431,,0,7,2.0,-1.0,360.0,-1.0,1.0999843872732527,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.275883690635501,-1.0
692,432,,0,7,2.0,-1.0,360.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2649064427855956,-1.0
692,429,,1,7,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,7,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,7,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,7,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,7,38.0,-1.0,6840.0,-1.0,123.91500000000003,-1.0,48.0370638235467,-1.0,56.51419273358436,-1.0,0.5184568342201278,-1.0
692,430,,2,7,3.0,-1.0,540.0,-1.0,1.3586883148350353,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,8.24206905479524,-1.0
692,431,,2,7,2.0,-1.0,360.0,-1.0,1.0999843872732527,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.275883690635501,-1.0
692,432,,2,7,2.0,-1.0,360.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2649064427855956,-1.0
692,429,,0,8,37.0,-1.0,6660.0,-1.0,123.91500000000003,-1.0,44.381151365916885,-1.0,52.21311925401987,-1.0,0.537304267731066,-1.0
692,430,,0,8,3.0,-1.0,540.0,-1.0,1.4622094254677904,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,5.683568267530102,-1.0
692,431,,0,8,4.0,-1.0,720.0,-1.0,1.0956465869396652,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,6.346394971297275,-1.0
692,432,,0,8,2.0,-1.0,360.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2677773405285593,-1.0
692,429,,1,8,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,8,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,8,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,8,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,8,37.0,-1.0,6660.0,-1.0,123.91500000000003,-1.0,44.381151365916885,-1.0,52.21311925401987,-1.0,0.537304267731066,-1.0
692,430,,2,8,3.0,-1.0,540.0,-1.0,1.4622094254677904,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,5.683568267530102,-1.0
692,431,,2,8,4.0,-1.0,720.0,-1.0,1.0956465869396652,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,6.346394971297275,-1.0
692,432,,2,8,2.0,-1.0,360.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2677773405285593,-1.0
692,429,,0,9,38.0,-1.0,6840.0,-1.0,123.91500000000003,-1.0,46.05033219818737,-1.0,54.1768614096322,-1.0,0.5153142088972846,-1.0
692,430,,0,9,4.0,-1.0,720.0,-1.0,1.6132329822985412,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,5.210471145697698,-1.0
692,431,,0,9,2.0,-1.0,360.0,-1.0,1.099991397356007,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2700256822577662,-1.0
692,432,,0,9,4.0,-1.0,720.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,6.310576564214872,-1.0
692,429,,1,9,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,9,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,9,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,9,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,9,38.0,-1.0,6840.0,-1.0,123.91500000000003,-1.0,46.05033219818737,-1.0,54.1768614096322,-1.0,0.5153142088972846,-1.0
692,430,,2,9,4.0,-1.0,720.0,-1.0,1.6132329822985412,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,5.210471145697698,-1.0
692,431,,2,9,2.0,-1.0,360.0,-1.0,1.099991397356007,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2700256822577662,-1.0
692,432,,2,9,4.0,-1.0,720.0,-1.0,1.1000000000003638,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,6.310576564214872,-1.0
692,429,,0,10,36.0,-1.0,6480.0,-1.0,118.92566989381481,-1.0,45.99940092978455,-1.0,54.11694227033476,-1.0,0.5526558782595639,-1.0
692,430,,0,10,3.0,-1.0,540.0,-1.0,1.4150433910463107,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,6.272421658850524,-1.0
692,431,,0,10,2.0,-1.0,360.0,-1.0,1.0999999998080057,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2711390623879257,-1.0
692,432,,0,10,4.0,-1.0,720.0,-1.0,2.930907054020736,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.315790906565343,-1.0
692,429,,1,10,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,10,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,10,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,10,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,10,36.0,-1.0,6480.0,-1.0,118.92566989381481,-1.0,45.99940092978455,-1.0,54.11694227033476,-1.0,0.5526558782595639,-1.0
692,430,,2,10,3.0,-1.0,540.0,-1.0,1.4150433910463107,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,6.272421658850524,-1.0
692,431,,2,10,2.0,-1.0,360.0,-1.0,1.0999999998080057,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2711390623879257,-1.0
692,432,,2,10,4.0,-1.0,720.0,-1.0,2.930907054020736,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.315790906565343,-1.0
692,429,,0,11,39.0,-1.0,7020.0,-1.0,123.91500000000003,-1.0,47.46404204184735,-1.0,55.84004946099688,-1.0,0.5162968828272948,-1.0
692,430,,0,11,2.0,-1.0,360.0,-1.0,1.161592097225821,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.158767993581054,-1.0
692,431,,0,11,2.0,-1.0,360.0,-1.0,1.099999999996271,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.277618701156192,-1.0
692,432,,0,11,8.0,-1.0,1440.0,-1.0,3.2999988234139437,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.57423553232933,-1.0
692,429,,1,11,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,11,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,11,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,11,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,11,39.0,-1.0,7020.0,-1.0,123.91500000000003,-1.0,47.46404204184735,-1.0,55.84004946099688,-1.0,0.5162968828272948,-1.0
692,430,,2,11,2.0,-1.0,360.0,-1.0,1.161592097225821,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.158767993581054,-1.0
692,431,,2,11,2.0,-1.0,360.0,-1.0,1.099999999996271,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.277618701156192,-1.0
692,432,,2,11,8.0,-1.0,1440.0,-1.0,3.2999988234139437,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.57423553232933,-1.0
692,429,,0,12,37.0,-1.0,6660.0,-1.0,123.90259793851519,-1.0,45.947361288081666,-1.0,54.05571916244902,-1.0,0.5219527172244642,-1.0
692,430,,0,12,2.0,-1.0,360.0,-1.0,1.100000017333059,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.280862754751411,-1.0
692,431,,0,12,2.0,-1.0,360.0,-1.0,1.1000000000044565,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2711456904567253,-1.0
692,432,,0,12,6.0,-1.0,1080.0,-1.0,3.3000000000010914,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.454916546247295,-1.0
692,429,,1,12,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,12,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,12,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,12,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,12,37.0,-1.0,6660.0,-1.0,123.90259793851519,-1.0,45.947361288081666,-1.0,54.05571916244902,-1.0,0.5219527172244642,-1.0
692,430,,2,12,2.0,-1.0,360.0,-1.0,1.100000017333059,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,4.280862754751411,-1.0
692,431,,2,12,2.0,-1.0,360.0,-1.0,1.1000000000044565,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.2711456904567253,-1.0
692,432,,2,12,6.0,-1.0,1080.0,-1.0,3.3000000000010914,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.454916546247295,-1.0
692,429,,0,13,38.0,-1.0,6840.0,-1.0,123.91500000000003,-1.0,46.48479568388964,-1.0,54.6879949222231,-1.0,0.5227825307653599,-1.0
692,430,,0,13,3.0,-1.0,540.0,-1.0,1.0998839846693045,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,8.333401827488665,-1.0
692,431,,0,13,4.0,-1.0,720.0,-1.0,1.522389377636273,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,5.0760897719530655,-1.0
692,432,,0,13,7.0,-1.0,1260.0,-1.0,3.3000000000010914,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.876748812052401,-1.0
692,429,,1,13,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,13,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,13,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,13,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,13,38.0,-1.0,6840.0,-1.0,123.91500000000003,-1.0,46.48479568388964,-1.0,54.6879949222231,-1.0,0.5227825307653599,-1.0
692,430,,2,13,3.0,-1.0,540.0,-1.0,1.0998839846693045,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,8.333401827488665,-1.0
692,431,,2,13,4.0,-1.0,720.0,-1.0,1.522389377636273,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,5.0760897719530655,-1.0
692,432,,2,13,7.0,-1.0,1260.0,-1.0,3.3000000000010914,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.876748812052401,-1.0
692,429,,0,14,36.0,-1.0,6480.0,-1.0,117.30356982911044,-1.0,44.20026712877279,-1.0,52.00031426914447,-1.0,0.5638731052680829,-1.0
692,430,,0,14,3.0,-1.0,540.0,-1.0,1.0966793712855178,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,8.362981302711548,-1.0
692,431,,0,14,4.0,-1.0,720.0,-1.0,1.5955106097871976,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,3.848583742153135,-1.0
692,432,,0,14,7.0,-1.0,1260.0,-1.0,3.3000000000010914,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.876020022589439,-1.0
692,429,,1,14,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,14,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
