did,oid,eid,sid,ent,countveh,countveh_D,flow,flow_D,speed,speed_D,occupancy,occupancy_D,density,density_D,headway,headway_D
692,429,,0,1,31.0,-1.0,5580.0,-1.0,80.24534746525906,-1.0,59.18290466334592,-1.0,69.6269466627599,-1.0,0.6377004567756555,-1.0
692,430,,0,1,2.0,-1.0,360.0,-1.0,0.9686948782455147,-1.0,99.9999999999998,-1.0,119.56817380212772,-1.0,3.1075988150218743,-1.0
692,431,,0,1,2.0,-1.0,360.0,-1.0,0.9884755811144714,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,7.038366010732321,-1.0
692,432,,0,1,4.0,-1.0,720.0,-1.0,3.771804448383591,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,1.6686068013740083,-1.0
692,429,,1,1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,1,1.0,-1.0,180.0,-1.0,0.9999999999977263,-1.0,99.9999999999998,-1.0,121.55307193320488,-1.0,-1.0,-1.0
692,431,,1,1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,1,1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,1,31.0,-1.0,5580.0,-1.0,80.24534746525906,-1.0,59.18290466334592,-1.0,69.6269466627599,-1.0,0.6377004567756555,-1.0
692,430,,2,1,1.0,-1.0,180.0,-1.0,0.9373897564933031,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,-1.0,-1.0
692,431,,2,1,2.0,-1.0,360.0,-1.0,0.9884755811144714,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,7.038366010732321,-1.0
692,432,,2,1,4.0,-1.0,720.0,-1.0,3.771804448383591,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,1.6686068013740083,-1.0
692,429,,0,2,17.0,-1.0,3060.0,-1.0,39.47775296095469,-1.0,92.57557169117774,-1.0,108.91243728373853,-1.0,0.7744530585827148,-1.0
692,430,,0,2,2.0,-1.0,360.0,-1.0,0.977624202395873,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,5.14279376709289,-1.0
692,431,,0,2,3.0,-1.0,540.0,-1.0,0.9702235000386281,-1.0,99.9999999999998,-1.0,118.27538851915037,-1.0,9.148533369006238,-1.0
692,432,,0,2,2.0,-1.0,360.0,-1.0,0.9637675613885222,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.5685525798115445,-1.0
692,429,,1,2,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,2,0.0,-1.0,0.0,-1.0,-1.0,-1.0,99.9999999999998,-1.0,0.0,-1.0,-1.0,-1.0
692,431,,1,2,1.0,-1.0,180.0,-1.0,0.9106705001204318,-1.0,52.07830132722946,-1.0,62.260859122197814,-1.0,-1.0,-1.0
692,432,,1,2,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,2,2,17.0,-1.0,3060.0,-1.0,39.47775296095469,-1.0,92.57557169117774,-1.0,108.91243728373853,-1.0,0.7744530585827148,-1.0
692,430,,2,2,2.0,-1.0,360.0,-1.0,0.977624202395873,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,5.14279376709289,-1.0
692,431,,2,2,2.0,-1.0,360.0,-1.0,0.9999999999977263,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,18.29706673801244,-1.0
692,432,,2,2,2.0,-1.0,360.0,-1.0,0.9637675613885222,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.5685525798115445,-1.0
692,429,,0,3,3.0,-1.0,540.0,-1.0,0.9781234843582496,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,9.20870157029159,-1.0
692,430,,0,3,2.0,-1.0,360.0,-1.0,0.986400087121865,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,5.788224849322937,-1.0
692,431,,0,3,2.0,-1.0,360.0,-1.0,0.953831124736098,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,7.7998036518636535,-1.0
692,432,,0,3,3.0,-1.0,540.0,-1.0,0.9824629909435317,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,9.164927947583186,-1.0
692,429,,1,3,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,430,,1,3,0.0,-1.0,0.0,-1.0,-1.0,-1.0,12.720633354289296,-1.0,0.0,-1.0,-1.0,-1.0
