did,oid,eid,sid,ent,countveh,countveh_D,flow,flow_D,speed,speed_D,occupancy,occupancy_D,density,density_D,headway,headway_D
692,429,,0,1,14.0,-1.0,2520.0,-1.0,117.66827421996324,-1.0,13.646434922450531,-1.0,15.924269241087519,-1.0,1.2477403644431178,-1.0
692,430,,0,1,17.0,-1.0,3060.0,-1.0,104.64222993801722,-1.0,21.116730237652916,-1.0,25.07450851246455,-1.0,1.0535004000951866,-1.0
692,431,,0,1,2.0,-1.0,360.0,-1.0,1.3683195503222123,-1.0,99.9999999999998,-1.0,120.54538379288267,-1.0,6.062936080019941,-1.0
692,432,,0,1,5.0,-1.0,900.0,-1.0,4.872438342231908,-1.0,99.9999999999998,-1.0,117.93559287673192,-1.0,4.488446112182176,-1.0
692,429,,1,1,12.0,-1.0,2160.0,-1.0,117.6656348604092,-1.0,11.621599799573701,-1.0,13.543125013971803,-1.0,1.4746022488873214,-1.0
692,430,,1,1,16.0,-1.0,2880.0,-1.0,104.18036752388164,-1.0,20.382145255586202,-1.0,24.216336062055618,-1.0,1.1237337601015325,-1.0
692,431,,1,1,2.0,-1.0,360.0,-1.0,1.3683195503222123,-1.0,99.9999999999998,-1.0,120.54538379288267,-1.0,6.062936080019941,-1.0
692,432,,1,1,3.0,-1.0,540.0,-1.0,1.993166198484687,-1.0,97.52268574346431,-1.0,115.20231643823519,-1.0,8.976892224364352,-1.0
692,429,,2,1,2.0,-1.0,360.0,-1.0,117.68411037728734,-1.0,2.6005487723170218,-1.0,3.059469143902379,-1.0,9.361985201779977,-1.0
692,430,,2,1,1.0,-1.0,180.0,-1.0,112.03202856418648,-1.0,1.361559703267377,-1.0,1.6018349450204434,-1.0,-1.0,-1.0
692,431,,2,1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,2,1,2.0,-1.0,360.0,-1.0,9.19134655785274,-1.0,99.9999999999998,-1.0,117.64705882352918,-1.0,2.390794045135163,-1.0
692,429,,0,2,18.0,-1.0,3240.0,-1.0,118.5382698058504,-1.0,16.884885347483074,-1.0,19.94391436056768,-1.0,1.1061685525591278,-1.0
692,430,,0,2,19.0,-1.0,3420.0,-1.0,91.8269305788028,-1.0,28.84923955278005,-1.0,34.090983950410326,-1.0,1.0651507258907644,-1.0
692,431,,0,2,2.0,-1.0,360.0,-1.0,2.3039280690391024,-1.0,99.9999999999998,-1.0,113.63213475586217,-1.0,9.510561926003122,-1.0
692,432,,0,2,2.0,-1.0,360.0,-1.0,0.9219498880574974,-1.0,99.9999999999998,-1.0,119.36565107722666,-1.0,18.46225582999074,-1.0
692,429,,1,2,17.0,-1.0,3060.0,-1.0,118.22199155913572,-1.0,16.169418254972573,-1.0,19.103314731581637,-1.0,1.1753040870940734,-1.0
692,430,,1,2,18.0,-1.0,3240.0,-1.0,91.04742752781112,-1.0,27.402066694072925,-1.0,32.38885756833754,-1.0,1.1278066509431623,-1.0
692,431,,1,2,2.0,-1.0,360.0,-1.0,2.3039280690391024,-1.0,99.9999999999998,-1.0,113.63213475586217,-1.0,9.510561926003122,-1.0
692,432,,1,2,2.0,-1.0,360.0,-1.0,0.9219498880574974,-1.0,99.9999999999998,-1.0,119.36565107722666,-1.0,18.46225582999074,-1.0
692,429,,2,2,1.0,-1.0,180.0,-1.0,123.91499999999998,-1.0,1.2347173465682124,-1.0,1.4526086430214264,-1.0,-1.0,-1.0
692,430,,2,2,1.0,-1.0,180.0,-1.0,105.85798549665287,-1.0,1.4471728587071284,-1.0,1.7025563043613274,-1.0,-1.0,-1.0
692,431,,2,2,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
692,432,,2,2,0.0,-1.0,0.0,-1.0,-1.0,-1.0,68.09000050109579,-1.0,0.0,-1.0,-1.0,-1.0
692,429,,0,3,17.0,-1.0,3060.0,-1.0,96.61465046857211,-1.0,23.186893196220538,-1.0,27.281929142242834,-1.0,1.095250658106593,-1.0
692,430,,0,3,19.0,-1.0,3420.0,-1.0,96.0793812762898,-1.0,27.23151067441534,-1.0,32.127962514021384,-1.0,1.0766773729529524,-1.0
692,431,,0,3,2.0,-1.0,360.0,-1.0,2.4506285186803325,-1.0,99.9999999999998,-1.0,114.75135495381748,-1.0,15.122588851210818,-1.0
692,432,,0,3,2.0,-1.0,360.0,-1.0,0.9343700148474454,-1.0,99.9999999999998,-1.0,120.4860866517363,-1.0,17.796853735454512,-1.0
692,429,,1,3,14.0,-1.0,2520.0,-1.0,94.89672341321773,-1.0,19.392944481230522,-1.0,22.818510552169144,-1.0,1.3480008099773453,-1.0
692,430,,1,3,16.0,-1.0,2880.0,-1.0,94.35701339596281,-1.0,24.2186134309939,-1.0,28.588528955894148,-1.0,1.2920128475435428,-1.0
692,431,,1,3,1.0,-1.0,180.0,-1.0,3.9712862266169395,-1.0,99.9999999999998,-1.0,111.99477351192672,-1.0,-1.0,-1.0
692,432,,1,3,2.0,-1.0,360.0,-1.0,0.9343700148474454,-1.0,99.9999999999998,-1.0,120.4860866517363,-1.0,17.796853735454512,-1.0
692,429,,2,3,3.0,-1.0,540.0,-1.0,104.63164339355926,-1.0,4.378622892243765,-1.0,5.151321049698547,-1.0,5.66692676208258,-1.0
